ph,N,P,K,moisture,season,soil_type,temperature,label
7.5240800760000015,81,41,38,58.273778957999994,Kharif,Sandy,22.67846116,rice
5.706943251,68,57,43,55.54405353,Kharif,Sandy,26.08867875,rice
5.758506323,72,45,35,57.582393714,Kharif,Sandy,25.42977518,rice
6.349606327,61,53,43,57.568500633999996,Kharif,Sandy,26.40323239,rice
5.9999690260000005,67,43,39,58.451589998,Kharif,Clay,26.04371967,rice
5.453592032,67,58,39,57.13086371,Kharif,Clay,25.2827223,rice
6.372576327000001,66,60,38,59.351689736,Kharif,Clay,22.08576562,rice
5.105588355,82,43,38,58.552612362,Kharif,Clay,23.28617173,rice
5.9353444060000005,84,50,44,56.149998706,Kharif,Loam,25.48591986,rice
5.17782304,81,53,42,57.969555957999994,Kharif,Sandy,23.67575393,rice
6.462391607000001,91,50,40,59.689481632,Kharif,Sandy,20.82477109,rice
7.069172227,93,53,38,60.775642086000005,Kharif,Clay,26.92995077,rice
7.473134377,90,44,38,59.978376496,Kharif,Sandy,23.83509503,rice
6.158376967000001,81,45,35,56.830259123999994,Kharif,Clay,26.52872817,rice
7.549873681,78,40,38,60.242882032,Kharif,Loam,26.46428311,rice
6.028321557999999,60,51,36,59.966392234,Kharif,Clay,22.69657794,rice
6.604993475,88,46,42,57.848756502,Kharif,Clay,22.68319059,rice
6.500343222000001,93,47,37,61.121019790000005,Kharif,Clay,21.53346343,rice
5.935745417000001,60,55,45,61.500659199999994,Kharif,Loam,21.40865769,rice
7.072655622,78,35,44,58.14901221,Kharif,Loam,26.54348085,rice
5.333322606,65,37,40,57.693620238,Kharif,Sandy,23.35905428,rice
5.7499144210000015,71,54,16,41.7248049268,Kharif,Clay,22.61359953,maize
6.931756557999999,61,44,17,47.035511402,Kharif,Loam,26.10018422,maize
6.657964753,80,43,16,45.62490639479999,Kharif,Loam,23.55882094,maize
6.596060648,73,58,21,37.0357061364,Kharif,Sandy,19.97215954,maize
5.970458434,61,38,20,40.2345573832,Kharif,Loam,18.47891261,maize
6.158830619,68,41,16,38.768490592,Kharif,Loam,21.77689322,maize
6.047906679,93,41,17,44.121111656000004,Kharif,Sandy,25.6217169,maize
5.913664501,89,60,19,43.13682991960001,Kharif,Sandy,25.19192419,maize
5.855442401,76,44,17,40.1436683028,Kharif,Sandy,20.41683147,maize
5.750254943,67,60,25,44.440413551999995,Kharif,Clay,24.92162194,maize
5.852607099,70,44,19,47.8443773484,Kharif,Clay,23.31689124,maize
6.4725232870000005,90,49,21,43.97726435439999,Kharif,Loam,24.84016732,maize
6.9670577620000005,62,52,16,37.8589037836,Kharif,Sandy,22.27526694,maize
6.082973754,92,44,16,43.251372330399995,Kharif,Loam,18.87751445,maize
5.919045532,66,54,21,39.0050514492,Kharif,Sandy,25.19008683,maize
6.204747652999999,63,58,22,35.7182658596,Kharif,Loam,18.25405352,maize
6.600827017,70,47,17,46.416251228,Kharif,Loam,24.612911800000006,maize
6.021902237000001,61,41,17,42.2244932124,Kharif,Loam,25.1420613,maize
6.033550195,66,53,19,38.68945515160001,Kharif,Sandy,23.09348056,maize
6.28886807,74,55,19,41.105647345600005,Kharif,Loam,18.05033737,maize
6.550563822999999,77,57,21,47.472243143600004,Kharif,Loam,24.9321581,maize
5.573286437,99,50,15,46.1797735484,Kharif,Clay,18.14710054,maize
6.829199275,74,56,22,43.2347460884,Kharif,Loam,18.28362235,maize
5.716222912,83,45,21,38.440623758,Kharif,Clay,18.83344471,maize
5.54990242,100,48,16,43.313740444400004,Kharif,Loam,25.71895816,maize
6.586244581,79,51,16,44.9575679472,Kharif,Loam,25.33797709,maize
5.893093135,94,39,18,38.605862454,Kharif,Clay,23.89114571,maize
5.918263801,75,49,15,47.004847614,Kharif,Sandy,21.53574127,maize
5.588650585,78,48,22,40.6801471996,Kharif,Loam,23.08974909,maize
6.576418207000001,87,54,20,42.435920348,Kharif,Sandy,25.61707368,maize
6.178056304,87,35,25,40.5328735352,Kharif,Sandy,21.44526922,maize
6.641906353,63,43,19,36.958290826,Kharif,Sandy,18.51816776,maize
6.489040367,84,57,25,43.3718912416,Kharif,Sandy,22.53510514,maize
5.680361037999999,64,35,23,39.6583693708,Kharif,Loam,23.02038334,maize
6.625404347999999,60,46,22,42.885704906,Kharif,Loam,24.89364635,maize
6.524478032,98,44,21,48.753196068,Kharif,Sandy,25.77175115,maize
5.696205468,75,56,18,39.8525828404,Kharif,Loam,19.39851734,maize
6.803931519,86,55,21,40.174206512,Kharif,Loam,21.54156232,maize
6.252797547999999,98,35,18,48.568017056799995,Kharif,Sandy,23.79746068,maize
6.092725883,76,57,18,48.4861046972,Kharif,Clay,18.9802729,maize
6.234330356,99,56,17,46.721698460400006,Kharif,Clay,24.10859207,maize
5.722579819,60,44,23,45.0964844848,Kharif,Sandy,24.7947077,maize
6.430616465,74,48,17,38.93531951319999,Kharif,Loam,21.63162756,maize
5.983952675,89,60,17,38.394170614000004,Kharif,Loam,25.37548751,maize
6.80163854,69,51,23,47.977629470000004,Kharif,Sandy,22.21738222,maize
6.499936446,96,46,22,44.05252798880001,Kharif,Sandy,20.58314011,maize
6.265564338,61,60,15,44.8959126656,Kharif,Clay,24.87502824,maize
6.727303282,74,58,18,38.174606158,Kharif,Loam,20.03728219,maize
6.325235159,74,43,23,41.1176856768,Kharif,Sandy,25.95263264,maize
6.807487794,63,43,17,42.13508604,Kharif,Clay,19.28889933,maize
6.671085817000001,99,36,20,42.3413451944,Kharif,Loam,20.57981887,maize
6.648725327,77,36,23,37.5787035572,Kharif,Clay,24.71417533,maize
6.439071996,87,60,23,40.8478319708,Kharif,Sandy,20.27317074,maize
6.474476516,60,38,17,41.598006480799995,Kharif,Clay,18.41932981,maize
5.871647806,94,54,17,41.33935553,Kharif,Sandy,23.39128187,maize
5.730617109,95,38,22,40.777757302,Kharif,Clay,19.84939404,maize
5.850439831,84,44,21,41.436997398,Kharif,Clay,21.869274,maize
5.791649933,77,58,19,37.968424786,Kharif,Loam,22.8056033,maize
6.740000687999999,66,44,20,44.6427978032,Kharif,Loam,19.0781471,maize
6.272417541,63,35,16,42.5626115768,Kharif,Clay,22.02720976,maize
5.715208817000001,79,45,20,39.14571593,Kharif,Sandy,23.80546189,maize
5.773454729,72,60,25,44.9406677388,Kharif,Clay,18.52510753,maize
5.584171461,67,51,24,39.3832729596,Kharif,Sandy,23.50297882,maize
5.787268394,86,36,24,46.66857801199999,Kharif,Loam,26.54986394,maize
5.77597783,76,48,18,45.1092995424,Kharif,Sandy,19.29563411,maize
6.864793607,75,53,18,39.80857774,Kharif,Clay,20.68899915,maize
6.192360002999999,81,45,23,44.189883470800005,Kharif,Loam,19.32666088,maize
6.636803222999999,73,45,21,48.0168891328,Kharif,Loam,24.60532218,maize
5.826426917,71,35,24,38.4318408648,Kharif,Sandy,22.27373646,maize
6.960358276,96,54,22,40.1289872052,Kharif,Clay,25.70196694,maize
6.11275104,99,39,18,44.497510808799994,Kharif,Sandy,19.20129357,maize
6.708446922,62,48,20,40.113378503199996,Kharif,Clay,21.70181447,maize
5.561510732,86,37,16,38.2318183928,Kharif,Sandy,20.51716779,maize
5.873242491,94,50,19,48.0789231616,Kharif,Clay,23.30355338,maize
6.995843776,76,39,24,35.957797576000004,Kharif,Loam,24.2547451,maize
5.714799723,77,52,17,42.4781109468,Kharif,Loam,24.86374934,maize
6.78073637,74,39,23,42.9917376992,Kharif,Loam,22.6265115,maize
5.513697923,81,49,20,40.538252284,Kharif,Sandy,18.04185513,maize
5.798423907999999,63,42,21,46.0828431936,Kharif,Sandy,23.26237612,maize
6.352471866,99,38,21,45.6674455952,Kharif,Loam,22.88330922,maize
6.822586546,90,52,25,45.747251174000006,Kharif,Sandy,25.97482359,maize
6.655426355,68,40,19,44.012865008000006,Kharif,Sandy,26.14384005,maize
6.1212940410000005,60,57,24,39.933262560799996,Kharif,Clay,18.66116213,maize
5.790770202999999,71,52,18,36.7128276012,Kharif,Clay,25.10787449,maize
6.47444292,61,59,17,39.747816199999995,Kharif,Clay,23.33844615,maize
6.455116637000001,88,38,15,42.05285138879999,Kharif,Clay,25.08239719,maize
6.6069840860000015,65,60,22,47.828823774,Kharif,Sandy,25.36768364,maize
6.330554389,78,37,22,40.9716447744,Kharif,Clay,25.34217103,maize
6.5286312660000005,78,58,15,43.2064845976,Kharif,Clay,25.00933355,maize
5.721667141,92,60,23,45.707201702000006,Kharif,Clay,18.66746724,maize
6.644205485,79,59,17,42.583317652,Kharif,Sandy,20.37999665,maize
6.376651091,91,55,15,46.7246088484,Kharif,Clay,18.09300227,maize
6.247040422,76,51,18,46.3714498592,Kharif,Sandy,26.16985907,maize
6.656730007999999,87,48,25,40.572093696,Kharif,Sandy,18.65396672,maize
6.2048017,71,60,22,39.053162492,Kharif,Sandy,26.07470121,maize
6.158860284,90,57,24,46.9741819892,Kharif,Loam,18.92851916,maize
6.385684213999999,67,35,22,42.298300142,Kharif,Loam,23.30546753,maize
6.417820493,60,54,19,40.3086313868,Kharif,Loam,18.74826712,maize
6.381201909,83,58,23,38.417923179599995,Kharif,Clay,19.74213321,maize
6.877869005,83,57,19,46.3979440712,Kharif,Clay,25.73044432,maize
7.485996067,40,72,77,13.735216295199999,Summer,Clay,17.02498456,chickpea
6.920251378,23,72,84,13.4760339884,Summer,Sandy,19.02061277,chickpea
5.9969320370000005,39,58,85,11.985511469599999,Summer,Loam,17.88776475,chickpea
6.391173589,22,72,85,12.9352748772,Summer,Loam,18.86805647,chickpea
7.152811172000001,36,67,77,14.908829312,Summer,Clay,18.36952567,chickpea
5.988992796000002,32,73,81,12.9492220928,Summer,Loam,20.45078582,chickpea
6.231049027999999,58,70,84,12.95144953,Summer,Sandy,20.6543203,chickpea
7.550808267000001,59,70,84,14.5542557624,Summer,Sandy,17.3348681,chickpea
7.010570541,42,62,75,14.6165606216,Summer,Sandy,18.17912258,chickpea
8.753795334,28,74,81,14.2652361884,Summer,Loam,18.01272266,chickpea
8.718192847000001,58,66,79,15.342934364,Summer,Clay,20.99373558,chickpea
7.976607593,43,66,79,12.118659744799999,Summer,Loam,19.46233971,chickpea
6.515499548999999,58,63,81,11.9771977316,Summer,Clay,19.81344531,chickpea
8.490127142,23,62,85,14.938107940000002,Summer,Sandy,18.97424756,chickpea
6.576415562,27,62,77,11.6336972944,Summer,Clay,18.19737048,chickpea
6.481783042999999,28,72,84,14.3723876516,Summer,Loam,18.72963144,chickpea
7.966605025,50,56,76,14.856371847599998,Summer,Sandy,20.99502153,chickpea
8.140825437,39,71,84,13.138147152000002,Summer,Loam,20.28155898,chickpea
7.228963452,25,78,76,12.1323565324,Summer,Sandy,17.48042641,chickpea
6.492546046,31,70,77,12.2123741996,Summer,Sandy,20.88818675,chickpea
7.528599957000001,26,80,83,12.539797437199999,Summer,Loam,17.08498521,chickpea
7.701446446,25,68,77,12.4976396312,Summer,Clay,20.09340593,chickpea
8.519975748,31,78,76,12.5719852,Summer,Sandy,17.57212145,chickpea
6.620900869,60,68,83,14.4820351296,Summer,Sandy,19.12065218,chickpea
8.104396057999999,59,62,83,14.4500255504,Summer,Clay,18.57665902,chickpea
6.204090835,22,67,78,11.5478121564,Summer,Loam,17.16606398,chickpea
6.051091339,36,65,80,13.0025079256,Summer,Loam,18.2872007,chickpea
7.690962337999999,59,60,84,14.9887502048,Summer,Clay,19.03025305,chickpea
7.8292111439999985,54,77,85,13.589588291599998,Summer,Sandy,17.141861399999996,chickpea
6.761599706,43,68,81,13.916347943599998,Summer,Sandy,17.47809436,chickpea
6.654425315,28,76,82,11.90519874,Summer,Clay,20.56601874,chickpea
6.129533877,42,79,85,12.5554479896,Summer,Loam,17.22385224,chickpea
8.829273328,32,60,83,15.335781287200001,Summer,Loam,19.69141713,chickpea
8.621662982,22,78,76,14.5080257272,Summer,Clay,17.84851658,chickpea
8.204862075,31,79,75,13.253735338400002,Summer,Sandy,18.8202251,chickpea
6.18042747,28,58,81,13.659902678800002,Summer,Loam,17.47500984,chickpea
7.978996755,57,58,77,13.798508796,Summer,Sandy,18.72649425,chickpea
7.863113671,49,55,78,12.9749437268,Summer,Loam,18.65580107,chickpea
6.967843048,46,76,77,15.161182749599998,Summer,Loam,18.2356751,chickpea
6.206582192999999,54,61,77,12.231427046,Summer,Sandy,18.81198127,chickpea
8.868741443,38,60,76,13.8022340588,Summer,Sandy,18.65054116,chickpea
8.766128654,59,55,79,13.427628174,Summer,Loam,20.36720401,chickpea
8.736337905,36,76,75,12.8036536268,Summer,Sandy,18.38120357,chickpea
8.081095263,57,68,81,13.2941959612,Summer,Loam,17.17012591,chickpea
6.138243973,35,66,81,12.8746767144,Summer,Clay,19.37101121,chickpea
7.496645259,35,64,78,11.9789194356,Summer,Clay,17.92845928,chickpea
8.380185271,52,60,79,13.966214698,Summer,Clay,19.45339934,chickpea
6.289614016,27,76,83,12.538192004399999,Summer,Clay,19.12829388,chickpea
6.586777189,57,60,84,13.3767477128,Summer,Sandy,19.1034283,chickpea
6.89655198,52,68,78,13.6184547008,Summer,Loam,17.48504075,chickpea
7.8067476560000015,43,79,79,14.5982088968,Summer,Sandy,19.40751744,chickpea
7.150681303,44,74,85,14.9127357936,Summer,Clay,20.18649426,chickpea
6.64919573,24,55,78,12.1155517996,Summer,Sandy,17.30287885,chickpea
7.778591617999999,29,77,75,12.20628562,Summer,Clay,17.50361137,chickpea
6.358740355,20,60,78,12.45155863,Summer,Loam,18.17234999,chickpea
8.255450758,56,67,78,13.143716001600001,Summer,Clay,17.57445618,chickpea
6.456148474,37,66,85,14.470536736,Summer,Sandy,20.93175255,chickpea
6.613072145,49,71,76,14.0064466828,Summer,Loam,19.71098332,chickpea
8.165359297,59,69,80,13.496777216800002,Summer,Clay,19.07937684,chickpea
7.64867466,20,79,77,12.6682822336,Summer,Loam,18.54988627,chickpea
6.545888558,24,56,85,13.673620805999999,Summer,Sandy,18.19903647,chickpea
7.1042247970000005,51,72,75,12.201160406,Summer,Sandy,18.88852533,chickpea
7.358099622,57,73,85,12.5105284048,Summer,Loam,18.49311205,chickpea
6.4740245000000005,22,64,82,13.8040870324,Summer,Loam,19.48974337,chickpea
7.840339388999999,52,73,79,15.0097786156,Summer,Sandy,17.25769499,chickpea
7.064790365,29,75,75,14.767241704,Summer,Loam,19.62416326,chickpea
7.599033472,44,59,78,15.3036715072,Summer,Loam,20.67526473,chickpea
6.715587232000001,41,69,82,12.738889346799999,Summer,Loam,20.02381489,chickpea
6.81712422,52,56,85,12.2126372752,Summer,Sandy,20.118744600000007,chickpea
7.985417393,34,76,80,12.116959853200001,Summer,Loam,20.65691793,chickpea
7.545258424,42,74,83,11.199468272799999,Summer,Loam,19.2582557,chickpea
7.728998197,34,71,79,12.4992864988,Summer,Sandy,17.927806,chickpea
7.354973451,27,73,79,12.808910661599999,Summer,Sandy,19.16288268,chickpea
7.313122235,30,70,79,14.7676528988,Summer,Clay,20.26942271,chickpea
7.785039076,57,57,75,14.4418303544,Summer,Clay,17.09104223,chickpea
6.307004922999999,27,79,82,13.3590046268,Summer,Clay,17.06579293,chickpea
6.4039823160000005,32,71,85,12.3467053484,Summer,Loam,20.62767492,chickpea
7.599279991,31,76,82,13.8785461828,Summer,Sandy,20.8248451,chickpea
7.217018459,33,75,84,13.9895540176,Summer,Clay,19.46210401,chickpea
7.561108006,47,80,77,12.7713579416,Summer,Sandy,17.18248372,chickpea
7.489545074,54,62,80,13.0126356972,Summer,Loam,17.48911699,chickpea
6.609696734,47,79,78,11.4606333904,Summer,Sandy,17.48395377,chickpea
7.476800943,35,57,83,13.68715301,Summer,Loam,19.48316794,chickpea
7.325451279,53,73,77,13.803785048,Summer,Loam,19.71359733,chickpea
6.489389282,45,61,78,12.898577520000002,Summer,Loam,19.48649305,chickpea
7.786366322,37,78,79,12.443039838,Summer,Loam,19.95264829,chickpea
6.4084378860000015,30,75,81,12.822638214000001,Summer,Loam,19.41789736,chickpea
8.423873703,37,55,82,13.951379637599999,Summer,Sandy,19.45591848,chickpea
8.719960893,53,65,76,12.945507756400001,Summer,Clay,20.19137759,chickpea
7.811997977000001,22,60,85,12.6357069736,Summer,Loam,18.8392908,chickpea
6.317153205,60,61,78,15.6633237948,Summer,Clay,20.71219282,chickpea
7.114405288,42,67,77,12.7096590996,Summer,Sandy,18.99424448,chickpea
8.135900726000001,39,76,76,12.1102499588,Summer,Clay,19.96837462,chickpea
7.714153037999999,35,63,76,14.1973788504,Summer,Loam,17.81564548,chickpea
7.103798069,30,65,82,12.2380998648,Summer,Clay,20.71424384,chickpea
8.861479668,57,56,78,13.97193927,Summer,Sandy,17.34150229,chickpea
7.861128148,48,65,78,11.526791251999999,Summer,Loam,17.43732714,chickpea
7.4526709,36,56,83,14.620902666800001,Summer,Sandy,18.89780215,chickpea
7.168096055,40,58,75,12.4521505564,Summer,Clay,18.59190771,chickpea
7.26311855,49,69,82,12.4883454672,Summer,Loam,18.31561493,chickpea
5.68597166,13,60,25,17.487524638,Summer,Sandy,17.13692774,kidneybeans
5.759237003,25,70,16,15.598626566,Summer,Sandy,19.63474332,kidneybeans
5.873171894,31,55,22,17.172740923999996,Summer,Sandy,22.91350245,kidneybeans
5.926676985,40,64,16,20.15914651,Summer,Loam,16.43340342,kidneybeans
5.95561668,2,61,20,16.8791580052,Summer,Sandy,22.13974653,kidneybeans
5.9499490810000015,26,65,22,16.98966839,Summer,Clay,17.84806561,kidneybeans
5.789214288999999,17,57,21,14.6261747508,Summer,Loam,19.88394011,kidneybeans
5.581021521,26,80,18,18.191223068,Summer,Loam,19.32509638,kidneybeans
5.689858133,17,59,17,19.376183844,Summer,Loam,18.416700100000003,kidneybeans
5.794158503999999,27,59,22,19.125979842,Summer,Sandy,21.81167649,kidneybeans
5.748190462999999,28,58,24,16.719561666,Summer,Loam,19.72702528,kidneybeans
5.566522896,25,57,19,15.442291846400002,Summer,Sandy,17.15432954,kidneybeans
5.809419584,28,80,17,16.96929494,Summer,Loam,19.62207826,kidneybeans
5.887263027,25,60,22,18.082117998,Summer,Loam,21.63149148,kidneybeans
5.99812453,12,78,23,14.75753368,Summer,Sandy,16.06522754,kidneybeans
5.792744849,6,77,25,17.403418352,Summer,Sandy,20.61162204,kidneybeans
5.912289889,22,79,17,16.898785976,Summer,Loam,21.42451099,kidneybeans
5.7883869510000014,27,80,15,16.1753206272,Summer,Clay,19.07096165,kidneybeans
5.728233081,10,55,23,17.268426126,Summer,Sandy,21.18853178,kidneybeans
5.833940084,23,65,20,17.790403096,Summer,Loam,23.0429097,kidneybeans
5.967533236,19,78,16,16.5719394008,Summer,Clay,20.65375833,kidneybeans
5.6250964460000015,19,65,25,16.767519908,Summer,Sandy,18.09551014,kidneybeans
5.515615023,22,70,19,15.423840272,Summer,Loam,18.23775702,kidneybeans
5.954665349,37,64,22,16.172723856,Summer,Clay,17.48189735,kidneybeans
5.74644777,11,71,17,16.1913666996,Summer,Loam,19.9191786,kidneybeans
5.877347515,18,79,20,19.531302412000002,Summer,Clay,20.27514686,kidneybeans
5.979973965,21,63,17,15.871955375999999,Summer,Loam,15.77370214,kidneybeans
5.635993966,24,80,22,15.376822924799999,Summer,Clay,16.71170642,kidneybeans
5.635231778,34,60,22,14.918663561999999,Summer,Sandy,17.66148158,kidneybeans
5.679224346,16,75,21,17.652073546,Summer,Clay,18.50692825,kidneybeans
5.670062975,17,77,23,15.056965006799999,Summer,Loam,24.51324787,kidneybeans
5.724242065,37,72,18,18.940711778,Summer,Clay,18.87614998,kidneybeans
5.811314232000001,40,73,20,14.6367763084,Summer,Sandy,21.59343016,kidneybeans
5.783425416,9,77,17,18.917543352,Summer,Sandy,20.12373284,kidneybeans
5.607808432000001,1,62,23,16.586075578,Summer,Loam,15.43546065,kidneybeans
5.946999529,33,59,22,17.851920798000002,Summer,Clay,22.64236876,kidneybeans
5.852046999,23,59,19,20.106431132,Summer,Sandy,21.98560799,kidneybeans
5.824090984,6,62,22,15.67338144,Summer,Loam,20.53052663,kidneybeans
5.502999119,25,63,20,16.4940757796,Summer,Clay,15.78601387,kidneybeans
5.821649914,7,79,23,15.6788620772,Summer,Loam,19.6365349,kidneybeans
5.711439256,8,72,17,15.366360744400001,Summer,Sandy,20.57341244,kidneybeans
5.514927264,27,64,15,20.434693842,Summer,Sandy,20.16080524,kidneybeans
5.99616119,28,66,23,19.379969394,Summer,Loam,21.53989176,kidneybeans
5.695422862999999,32,57,18,18.548763818,Summer,Sandy,15.53834801,kidneybeans
5.833010957999999,27,56,22,16.766337,Summer,Sandy,19.91853092,kidneybeans
5.568456899,17,77,24,15.719656493999999,Summer,Loam,20.76952209,kidneybeans
5.645435626,0,65,15,17.766887263199997,Summer,Clay,23.46168338,kidneybeans
5.821194486,13,72,21,15.0277414512,Summer,Clay,24.32116642,kidneybeans
5.659254981,34,60,23,18.98380788,Summer,Sandy,20.12574053,kidneybeans
5.945465949,9,80,19,16.146410072000002,Summer,Loam,21.80619564,kidneybeans
5.9511774520000005,11,72,20,19.489003958,Summer,Clay,19.52226241,kidneybeans
5.520880013999999,3,67,24,16.076448904,Summer,Clay,17.00067625,kidneybeans
5.578410206,35,69,23,17.9994217456,Summer,Loam,16.78791503,kidneybeans
5.608165195,3,77,25,16.2253047264,Summer,Clay,24.84906168,kidneybeans
5.609435127999999,23,62,19,16.22445345,Summer,Sandy,16.51783455,kidneybeans
5.509295379,22,71,17,15.939244444,Summer,Clay,18.15300153,kidneybeans
5.902033406,31,79,25,15.921556588799998,Summer,Sandy,23.18864385,kidneybeans
5.744117663,34,59,18,16.7000360876,Summer,Clay,23.38002569,kidneybeans
5.717143397,12,63,17,17.162810936,Summer,Loam,18.358923,kidneybeans
5.542690119,27,56,20,16.10621584,Summer,Sandy,19.25975367,kidneybeans
